play_id,game_id,drive_id,quarter,clock,play_text,play_type,yards_gained,scoring_play,home_score,away_score,down,distance,yardline,yards_to_endzone,end_yardline,win_prob_teamA
4.01672E+12,401671772,40167177214,4,3:08,(Shotgun) B.Purdy scrambles left end to LA 37 for 3 yards (J.McCollough).,Rush,3,FALSE,17,24,3,8,40,40,37,0.70415
4.01672E+12,401671772,40167177214,4,2:48,Timeout #2 by LA at 02:48.,Timeout,0,FALSE,17,24,4,5,37,37,37,0.20723
4.01672E+12,401671772,40167177214,4,2:47,Jake Moody 55 Yard Field Goal Missed,Field Goal Missed,55,FALSE,17,24,4,5,37,37,37,0.100387
4.01672E+12,401671772,40167177215,4,2:43,M.Stafford pass deep right to T.Atwell to SF 5 for 50 yards (C.Ward).,Pass Reception,50,FALSE,17,24,1,10,45,55,95,0.084197
4.01672E+12,401671772,40167177215,4,2:00,Two-Minute Warning,Two-minute warning,0,FALSE,17,24,1,5,95,5,95,0.07324
4.01672E+12,401671772,40167177215,4,1:59,"(Shotgun) K.Williams up the middle to SF 4 for 1 yard (L.Floyd, K.Givens).",Rush,1,FALSE,17,24,1,5,95,5,96,0.070253
4.01672E+12,401671772,40167177215,4,1:54,Timeout #2 by SF at 01:54.,Timeout,0,FALSE,17,24,2,4,96,4,96,0.071074
4.01672E+12,401671772,40167177215,4,1:51,"(Shotgun) K.Williams up the middle for 4 yards, TOUCHDOWN.J.Karty extra point is GOOD, Center-A.Ward, Holder-E.Evans.",Rushing Touchdown,4,TRUE,24,24,2,4,96,4,100,0.076255
4.01672E+12,401671772,40167177216,4,1:51,"E.Evans kicks 65 yards from LA 35 to end zone, Touchback to the SF 30.",Kickoff,0,FALSE,24,24,0,0,35,65,70,0.076586
4.01672E+12,401671772,40167177216,4,1:51,(Shotgun) B.Purdy scrambles right end pushed ob at SF 34 for 4 yards (J.Verse).,Rush,4,FALSE,24,24,1,10,70,70,66,0.181481
4.01672E+12,401671772,40167177216,4,1:46,(Shotgun) B.Purdy pass short left to B.Aiyuk to SF 43 for 9 yards (C.Durant; K.Kinchens).,Pass Reception,9,FALSE,24,24,2,6,66,66,57,0.686247
4.01672E+12,401671772,40167177216,4,1:12,(Shotgun) B.Purdy pass incomplete short left to B.Aiyuk.,Pass Incompletion,0,FALSE,24,24,1,10,57,19,57,0.763711
4.01672E+12,401671772,40167177216,4,1:08,(Shotgun) B.Purdy pass incomplete deep right to R.Bell.,Pass Incompletion,0,FALSE,24,24,2,10,57,50,57,0.668728
4.01672E+12,401671772,40167177216,4,1:02,(Shotgun) B.Purdy scrambles up the middle to SF 45 for 2 yards (B.Fiske; K.Turner).,Rush,2,FALSE,24,24,3,10,57,57,55,0.674523
4.01672E+12,401671772,40167177216,4,0:56,Timeout #3 by LA at 00:56.,Timeout,0,FALSE,24,24,4,8,55,55,55,0.571598
4.01672E+12,401671772,40167177216,4,0:55,"M.Wishnowsky punts 43 yards to LA 12, Center-T.Pepper. X.Smith pushed ob at 50 for 38 yards (M.Wishnowsky).",Punt,38,FALSE,24,24,4,8,55,55,50,0.430135
4.01672E+12,401671772,40167177217,4,0:42,"(Shotgun) M.Stafford pass incomplete deep right to C.Parkinson. Penalty on SF-D.Lenoir, Defensive Holding, declined. Penalty on SF-D.Lenoir, Illegal Use of Hands, declined. PENALTY on SF-D.Campbell, Defensive Pass Interference, 25 yards, enforced at 50 - No Play.",Pass Incompletion,25,FALSE,24,24,1,10,50,50,75,0.432637
4.01672E+12,401671772,40167177217,4,0:25,"K.Williams right guard to SF 19 for 6 yards (C.Ward, F.Warner).",Rush,6,FALSE,24,24,1,10,75,25,81,0.414101
4.01672E+12,401671772,40167177217,4,0:05,Timeout #3 by SF at 00:05.,Timeout,0,FALSE,24,24,2,4,81,19,81,0.384917
4.01672E+12,401671772,40167177217,4,0:04,(No Huddle) M.Stafford spiked the ball to stop the clock.,Pass Incompletion,0,FALSE,24,24,2,4,81,70,81,0.389382
4.01672E+12,401671772,40167177217,4,0:05,Timeout #3 by SF at 00:05.,Timeout,0,FALSE,24,24,3,4,81,19,81,0.408666
4.01672E+12,401671772,40167177217,4,0:02,"J.Karty 37 yard field goal is GOOD, Center-A.Ward, Holder-E.Evans.",Field Goal Good,37,TRUE,27,24,2,4,81,19,100,0.431611
4.01672E+12,401671772,40167177218,4,0:02,"E.Evans kicks 65 yards from LA 35 to end zone, Touchback to the SF 30.",Kickoff,0,FALSE,27,24,0,0,35,65,70,0.275732
4.01672E+12,401671772,40167177218,4,0:02,"(Shotgun) B.Purdy pass short left to R.Bell to SF 42 for 12 yards. Lateral to E.Saubert to SF 39 for -3 yards. Lateral to B.Aiyuk to SF 44 for 5 yards. Lateral to J.Mason to SF 45 for 1 yard. Lateral to D.Puni to SF 42 for -3 yards. Lateral to E.Saubert to LA 38 for 20 yards. Lateral to J.Brendel to LA 35 for 3 yards (K.Curl). FUMBLES (K.Curl), ball out of bounds at LA 36.",Pass Reception,5,FALSE,27,24,1,10,35,70,35,0.435329
4.01672E+12,401671772,40167177218,4,0:00,END GAME,End of Game,0,FALSE,27,24,0,0,70,0,70,0.884959
